chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
11,SIGHT,gaze,"When I turned from it and repassed the trap-door, I could scarcely see my way down the ladder; the attic seemed black as a vault compared with that arch of blue air to which I had been looking up, and to that sunlit scene of grove, pasture, and green hill, of which the hall was the centre, and over which I had been gazing with delight.",32334,32673
11,SIGHT,look,"I lingered in the long passage to which this led, separating the front and back rooms of the third storey: narrow, low, and dim, with only one little window at the far end, and looking, with its two rows of small black doors all shut, like a corridor in some Bluebeard’s castle.",32844,33124
11,SMELL,linger,"I lingered in the long passage to which this led, separating the front and back rooms of the third storey: narrow, low, and dim, with only one little window at the far end, and looking, with its two rows of small black doors all shut, like a corridor in some Bluebeard’s castle.",32844,33124
11,SOUND,sound,"While I paced softly on, the last sound I expected to hear in so still a region, a laugh, struck my ear.",33124,33228
11,SOUND,hear,"While I paced softly on, the last sound I expected to hear in so still a region, a laugh, struck my ear.",33124,33228
11,SOUND,sound,"I stopped: the sound ceased, only for an instant; it began again, louder: for at first, though distinct, it was very low.",33282,33403
11,SOUND,echo,"It passed off in a clamorous peal that seemed to wake an echo in every lonely chamber; though it originated but in one, and I could have pointed out the door whence the accents issued.",33404,33590
11,SOUND,hear,I called out: for I now heard her descending the great stairs.,33606,33668
11,SOUND,hear,“Did you hear that loud laugh?,33669,33699
11,SOUND,hear,“Did you hear it?”,33788,33806
11,SOUND,hear,"“Yes, plainly: I often hear her: she sews in one of these rooms.",33826,33891
11,SOUND,tone,"The laugh was repeated in its low, syllabic tone, and terminated in an odd murmur.",33957,34041
11,SOUND,murmur,"The laugh was repeated in its low, syllabic tone, and terminated in an odd murmur.",33957,34041
11,SOUND,hear,"I really did not expect any Grace to answer; for the laugh was as tragic, as preternatural a laugh as any I ever heard; and, but that it was high noon, and that no circumstance of ghostliness accompanied the curious cachinnation; but that neither scene nor season favoured fear, I should have been superstitiously afraid.",34075,34396
11,SIGHT,scene,"I really did not expect any Grace to answer; for the laugh was as tragic, as preternatural a laugh as any I ever heard; and, but that it was high noon, and that no circumstance of ghostliness accompanied the curious cachinnation; but that neither scene nor season favoured fear, I should have been superstitiously afraid.",34075,34396
11,SIGHT,figure,"The door nearest me opened, and a servant came out,—a woman of between thirty and forty; a set, square-made figure, red-haired, and with a hard, plain face: any apparition less romantic or less ghostly could scarcely be conceived.",34483,34715
11,SOUND,noise,"“Too much noise, Grace,” said Mrs. Fairfax.",34715,34758
11,SIGHT,light,"The conversation, thus turned on Adèle, continued till we reached the light and cheerful region below.",35058,35160
12,TASTE,taste,"She had no great talents, no marked traits of character, no peculiar development of feeling or taste which raised her one inch above the ordinary level of childhood; but neither had she any deficiency or vice which sunk her below it.",620,853
12,SOUND,echo,"This, _par parenthèse_, will be thought cool language by persons who entertain solemn doctrines about the angelic nature of children, and the duty of those charged with their education to conceive for them an idolatrous devotion: but I am not writing to flatter parental egotism, to echo cant, or prop up humbug; I am merely telling the truth.",1133,1476
12,SIGHT,regard,"I felt a conscientious solicitude for Adèle’s welfare and progress, and a quiet liking for her little self: just as I cherished towards Mrs. Fairfax a thankfulness for her kindness, and a pleasure in her society proportionate to the tranquil regard she had for me, and the moderation of her mind and character.",1477,1789
12,TOUCH,feel,"I felt a conscientious solicitude for Adèle’s welfare and progress, and a quiet liking for her little self: just as I cherished towards Mrs. Fairfax a thankfulness for her kindness, and a pleasure in her society proportionate to the tranquil regard she had for me, and the moderation of her mind and character.",1477,1789
12,SIGHT,look,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,look,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,vision,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SOUND,hear,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,see,"Anybody may blame me who likes, when I add further, that, now and then, when I took a walk by myself in the grounds; when I went down to the gates and looked through them along the road; or when, while Adèle played with her nurse, and Mrs. Fairfax made jellies in the storeroom, I climbed the three staircases, raised the trap-door of the attic, and having reached the leads, looked out afar over sequestered field and hill, and along dim sky-line—that then I longed for a power of vision which might overpass that limit; which might reach the busy world, towns, regions full of life I had heard of but never seen—that then I desired more of practical experience than I possessed; more of intercourse with my kind, of acquaintance with variety of character, than was here within my reach.",1789,2577
12,SIGHT,behold,"I valued what was good in Mrs. Fairfax, and what was good in Adèle; but I believed in the existence of other and more vivid kinds of goodness, and what I believed in I wished to behold.",2578,2765
12,SIGHT,spot,"Then my sole relief was to walk along the corridor of the third storey, backwards and forwards, safe in the silence and solitude of the spot, and allow my mind’s eye to dwell on whatever bright visions rose before it—and, certainly, they were many and glowing; to let my heart be heaved by the exultant movement, which, while it swelled it in trouble, expanded it with life; and, best of all, to open my inward ear to a tale that was never ended—a tale my imagination created, and narrated continuously; quickened with all of incident, life, fire, feeling, that I desired and had not in my actual existence.",2922,3531
12,SIGHT,eye,"Then my sole relief was to walk along the corridor of the third storey, backwards and forwards, safe in the silence and solitude of the spot, and allow my mind’s eye to dwell on whatever bright visions rose before it—and, certainly, they were many and glowing; to let my heart be heaved by the exultant movement, which, while it swelled it in trouble, expanded it with life; and, best of all, to open my inward ear to a tale that was never ended—a tale my imagination created, and narrated continuously; quickened with all of incident, life, fire, feeling, that I desired and had not in my actual existence.",2922,3531
12,SIGHT,vision,"Then my sole relief was to walk along the corridor of the third storey, backwards and forwards, safe in the silence and solitude of the spot, and allow my mind’s eye to dwell on whatever bright visions rose before it—and, certainly, they were many and glowing; to let my heart be heaved by the exultant movement, which, while it swelled it in trouble, expanded it with life; and, best of all, to open my inward ear to a tale that was never ended—a tale my imagination created, and narrated continuously; quickened with all of incident, life, fire, feeling, that I desired and had not in my actual existence.",2922,3531
12,TOUCH,feel,"Women are supposed to be very calm generally: but women feel just as men feel; they need exercise for their faculties, and a field for their efforts, as much as their brothers do; they suffer from too rigid a restraint, too absolute a stagnation, precisely as men would suffer; and it is narrow-minded in their more privileged fellow-creatures to say that they ought to confine themselves to making puddings and knitting stockings, to playing on the piano and embroidering bags.",3892,4370
12,TOUCH,feel,"Women are supposed to be very calm generally: but women feel just as men feel; they need exercise for their faculties, and a field for their efforts, as much as their brothers do; they suffer from too rigid a restraint, too absolute a stagnation, precisely as men would suffer; and it is narrow-minded in their more privileged fellow-creatures to say that they ought to confine themselves to making puddings and knitting stockings, to playing on the piano and embroidering bags.",3892,4370
12,SOUND,hear,"When thus alone, I not unfrequently heard Grace Poole’s laugh: the same peal, the same low, slow ha! ha!",4515,4619
12,SOUND,hear,"which, when first heard, had thrilled me: I heard, too, her eccentric murmurs; stranger than her laugh.",4620,4723
12,SOUND,hear,"which, when first heard, had thrilled me: I heard, too, her eccentric murmurs; stranger than her laugh.",4620,4723
12,SOUND,murmur,"which, when first heard, had thrilled me: I heard, too, her eccentric murmurs; stranger than her laugh.",4620,4723
12,SOUND,sound,There were days when she was quite silent; but there were others when I could not account for the sounds she made.,4724,4838
12,SIGHT,see,"Sometimes I saw her: she would come out of her room with a basin, or a plate, or a tray in her hand, go down to the kitchen and shortly return, generally (oh, romantic reader, forgive me for telling the plain truth!)",4839,5055
12,SIGHT,appearance,"Her appearance always acted as a damper to the curiosity raised by her oral oddities: hard-featured and staid, she had no point to which interest could attach.",5081,5240
12,TOUCH,cold,"One afternoon in January, Mrs. Fairfax had begged a holiday for Adèle, because she had a cold; and, as Adèle seconded the request with an ardour that reminded me how precious occasional holidays had been to me in my own childhood, I accorded it,",5859,6105
12,TOUCH,cold,"It was a fine, calm day, though very cold; I was tired of sitting still in the library through a whole long morning:",6165,6281
12,SIGHT,see,"Having seen Adèle comfortably seated in her little chair by Mrs. Fairfax’s parlour fireside, and given her her best wax doll (which I usually kept enveloped in silver paper in a drawer) to play with, and a story-book for change of amusement; and having replied to her “Revenez bientôt, ma bonne amie, ma chère Mdlle. Jeannette,” with a kiss, I set out.",6489,6843
12,SOUND,toll,"It was three o’clock; the church bell tolled as I passed under the belfry: the charm of the hour lay in its approaching dimness, in the low-gliding and pale-beaming sun.",7047,7216
12,SIGHT,note,"I was a mile from Thornfield, in a lane noted for wild roses in summer, for nuts and blackberries in autumn, and even now possessing a few coral treasures in hips and haws, but whose best winter delight lay in its utter solitude and leafless repose.",7217,7466
12,SOUND,note,"I was a mile from Thornfield, in a lane noted for wild roses in summer, for nuts and blackberries in autumn, and even now possessing a few coral treasures in hips and haws, but whose best winter delight lay in its utter solitude and leafless repose.",7217,7466
12,SOUND,breath,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SOUND,sound,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SMELL,breath,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SIGHT,look,"Far and wide, on each side, there were only fields, where no cattle now browsed; and the little brown birds, which stirred occasionally in the hedge, looked like single russet leaves that had forgotten to drop.",7697,7909
12,TOUCH,feel,"Gathering my mantle about me, and sheltering my hands in my muff, I did not feel the cold, though it froze keenly; as was attested by a sheet of ice covering the causeway, where a little brooklet, now congealed, had overflowed after a rapid thaw some days since.",8036,8298
12,TOUCH,cold,"Gathering my mantle about me, and sheltering my hands in my muff, I did not feel the cold, though it froze keenly; as was attested by a sheet of ice covering the causeway, where a little brooklet, now congealed, had overflowed after a rapid thaw some days since.",8036,8298
12,SIGHT,look,From my seat I could look down on Thornfield: the grey and battlemented hall was the principal object in the vale below me; its woods and dark rookery rose against the west.,8299,8472
12,SMELL,linger,"I lingered till the sun went down amongst the trees, and sank crimson and clear behind them.",8473,8565
12,SIGHT,look,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,SOUND,hear,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,SOUND,murmur,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,TOUCH,feel,"My ear, too, felt the flow of currents; in what dales and depths I could not tell: but there were many hills beyond Hay, and doubtless many becks threading their passes.",8878,9047
12,SOUND,noise,"A rude noise broke on these fine ripplings and whisperings, at once so far away and so clear: a positive tramp, tramp, a metallic clatter, which effaced the soft wave-wanderings; as, in a picture, the solid mass of a crag, or the rough boles of a great oak, drawn in dark and strong on the foreground, efface the aërial distance of azure hill, sunny horizon, and blended clouds where tint melts into tint.",9147,9554
12,SOUND,clatter,"A rude noise broke on these fine ripplings and whisperings, at once so far away and so clear: a positive tramp, tramp, a metallic clatter, which effaced the soft wave-wanderings; as, in a picture, the solid mass of a crag, or the rough boles of a great oak, drawn in dark and strong on the foreground, efface the aërial distance of azure hill, sunny horizon, and blended clouds where tint melts into tint.",9147,9554
12,SOUND,din,"The din was on the causeway: a horse was coming; the windings of the lane yet hid it, but it approached.",9554,9658
12,SIGHT,watch,"As this horse approached, and as I watched for it to appear through the dusk, I remembered certain of Bessie’s tales, wherein figured a North-of-England spirit called a “Gytrash,” which, in the form of horse, mule, or large dog, haunted solitary ways, and sometimes came upon belated travellers, as this horse was now coming upon me.",10009,10344
12,SIGHT,figure,"As this horse approached, and as I watched for it to appear through the dusk, I remembered certain of Bessie’s tales, wherein figured a North-of-England spirit called a “Gytrash,” which, in the form of horse, mule, or large dog, haunted solitary ways, and sometimes came upon belated travellers, as this horse was now coming upon me.",10009,10344
12,SIGHT,form,"As this horse approached, and as I watched for it to appear through the dusk, I remembered certain of Bessie’s tales, wherein figured a North-of-England spirit called a “Gytrash,” which, in the form of horse, mule, or large dog, haunted solitary ways, and sometimes came upon belated travellers, as this horse was now coming upon me.",10009,10344
12,SIGHT,sight,"It was very near, but not yet in sight; when, in addition to the tramp, tramp, I heard a rush under the hedge, and close down by the hazel stems glided a great dog, whose black and white colour made him a distinct object against the trees.",10344,10583
12,SOUND,hear,"It was very near, but not yet in sight; when, in addition to the tramp, tramp, I heard a rush under the hedge, and close down by the hazel stems glided a great dog, whose black and white colour made him a distinct object against the trees.",10344,10583
12,SIGHT,form,"It was exactly one form of Bessie’s Gytrash—a lion-like creature with long hair and a huge head: it passed me, however, quietly enough; not staying to look up, with strange pretercanine eyes, in my face, as I half expected it would.",10584,10816
12,SIGHT,look,"It was exactly one form of Bessie’s Gytrash—a lion-like creature with long hair and a huge head: it passed me, however, quietly enough; not staying to look up, with strange pretercanine eyes, in my face, as I half expected it would.",10584,10816
12,SIGHT,eye,"It was exactly one form of Bessie’s Gytrash—a lion-like creature with long hair and a huge head: it passed me, however, quietly enough; not staying to look up, with strange pretercanine eyes, in my face, as I half expected it would.",10584,10816
12,SIGHT,form,"Nothing ever rode the Gytrash: it was always alone; and goblins, to my notions, though they might tenant the dumb carcasses of beasts, could scarce covet shelter in the commonplace human form.",10927,11119
12,SOUND,sound,"He passed, and I went on; a few steps, and I turned: a sliding sound and an exclamation of “What the deuce is to do now?”",11192,11313
12,SIGHT,see,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,hear,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,groan,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,echo,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,sound,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SIGHT,see,"I did; whereupon began a heaving, stamping, clattering process, accompanied by a barking and baying which removed me effectually some yards’ distance; but I would not be driven quite away till I saw the event.",12271,12480
12,SOUND,sound,"The traveller now, stooping, felt his foot and leg, as if trying whether they were sound; apparently something ailed them, for he halted to the stile",12586,12735
12,TOUCH,feel,"The traveller now, stooping, felt his foot and leg, as if trying whether they were sound; apparently something ailed them, for he halted to the stile",12586,12735
12,SIGHT,see,"“If you are hurt, and want help, sir, I can fetch some one either from Thornfield Hall or from Hay.” “Thank you: I shall do: I have no broken bones,—only a sprain;” and again he stood up and tried his foot, but the result extorted an involuntary “Ugh!” Something of daylight still lingered, and the moon was waxing bright: I could see him plainly.",12876,13225
12,SMELL,linger,"“If you are hurt, and want help, sir, I can fetch some one either from Thornfield Hall or from Hay.” “Thank you: I shall do: I have no broken bones,—only a sprain;” and again he stood up and tried his foot, but the result extorted an involuntary “Ugh!” Something of daylight still lingered, and the moon was waxing bright: I could see him plainly.",12876,13225
12,SIGHT,figure,"His figure was enveloped in a riding cloak, fur collared and steel clasped; its details were not apparent, but I traced the general points of middle height and considerable breadth of chest.",13226,13417
12,TOUCH,clasp,"His figure was enveloped in a riding cloak, fur collared and steel clasped; its details were not apparent, but I traced the general points of middle height and considerable breadth of chest.",13226,13417
12,SIGHT,eye,"He had a dark face, with stern features and a heavy brow; his eyes and gathered eyebrows looked ireful and thwarted just now; he was past youth, but had not reached middle-age; perhaps he might be thirty-five.",13417,13627
12,SIGHT,look,"He had a dark face, with stern features and a heavy brow; his eyes and gathered eyebrows looked ireful and thwarted just now; he was past youth, but had not reached middle-age; perhaps he might be thirty-five.",13417,13627
12,TOUCH,feel,"I felt no fear of him, and but little shyness.",13627,13673
12,SIGHT,see,I had hardly ever seen a handsome youth; never in my life spoken to one.,13836,13909
12,SIGHT,shape,"I had a theoretical reverence and homage for beauty, elegance, gallantry, fascination; but had I met those qualities incarnate in masculine shape, I should have known instinctively that they neither had nor could have sympathy with anything in me, and should have shunned them as one would fire, lightning, or anything else that is bright but antipathetic.",13909,14267
12,SIGHT,see,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,TOUCH,feel,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,TOUCH,roughness,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,SIGHT,look,He looked at me when I said this; he had hardly turned his eyes in my direction before.,14747,14836
12,SIGHT,eye,He looked at me when I said this; he had hardly turned his eyes in my direction before.,14747,14836
12,SIGHT,shadow,"“You live just below—do you mean at that house with the battlements?” pointing to Thornfield Hall, on which the moon cast a hoary gleam, bringing it out distinct and pale from the woods that, by contrast with the western sky, now seemed one mass of shadow.",15157,15415
12,SIGHT,see,"“Do you know Mr. Rochester?” “No, I have never seen him.”",15470,15530
12,SIGHT,eye,"You are—” He stopped, ran his eye over my dress, which, as usual, was quite simple: a black merino cloak, a black beaver bonnet; neither of them half fine enough for a lady’s-maid.",15658,15838
12,TOUCH,hold,"“Yes, sir.” “You have not an umbrella that I can use as a stick?” “No.” “Try to get hold of my horse’s bridle and lead him to me: you are not afraid?” I should have been afraid to touch a horse when alone, but when told to do it, I was disposed to obey.",16251,16508
12,TOUCH,touch,"“Yes, sir.” “You have not an umbrella that I can use as a stick?” “No.” “Try to get hold of my horse’s bridle and lead him to me: you are not afraid?” I should have been afraid to touch a horse when alone, but when told to do it, I was disposed to obey.",16251,16508
12,SIGHT,watch,"The traveller waited and watched for some time, and at last he laughed.",16779,16853
12,SIGHT,see,"I was mortally afraid of its trampling forefeet “I see,” he said, “the mountain will never be brought to Mahomet, so all you can do is to aid Mahomet to go to the mountain; I must beg of you to come here.”",16853,17061
12,TASTE,bite,"“Now,” said he, releasing his under lip from a hard bite, “just hand me my whip; it lies there under the hedge.”",17383,17497
12,TOUCH,touch,"A touch of a spurred heel made his horse first start and rear, and then bound away; the dog rushed in his traces; all three vanished, “Like heath that, in the wilderness, The wild wind whirls away.”",17608,17814
12,SIGHT,see,"I had it still before me when I entered Hay, and slipped the letter into the post-office; I saw it as I walked fast down-hill all the way home.",18458,18601
12,SIGHT,look,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,listen,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,see,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,hear,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,glance,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,murmur,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,eye,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,light,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SMELL,waft,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SIGHT,see,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SIGHT,eye,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SIGHT,look,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SIGHT,view,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SMELL,linger,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
