chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
12,TOUCH,cold,"Gathering my mantle about me, and sheltering my hands in my muff, I did not feel the cold, though it froze keenly; as was attested by a sheet of ice covering the causeway, where a little brooklet, now congealed, had overflowed after a rapid thaw some days since.",8036,8298
12,TOUCH,feel,"My ear, too, felt the flow of currents; in what dales and depths I could not tell: but there were many hills beyond Hay, and doubtless many becks threading their passes.",8878,9047
12,TOUCH,feel,"The traveller now, stooping, felt his foot and leg, as if trying whether they were sound; apparently something ailed them, for he halted to the stile",12586,12735
12,TOUCH,clasp,"His figure was enveloped in a riding cloak, fur collared and steel clasped; its details were not apparent, but I traced the general points of middle height and considerable breadth of chest.",13226,13417
12,TOUCH,feel,"I felt no fear of him, and but little shyness.",13627,13673
12,TOUCH,feel,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,TOUCH,roughness,"If even this stranger had smiled and been good-humoured to me when I addressed him; if he had put off my offer of assistance gaily and with thanks, I should have gone on my way and not felt any vocation to renew inquiries: but the frown, the roughness of the traveller, set me at my ease: I retained my station when he waved to me to go, and announced— “I cannot think of leaving you, sir, at so late an hour, in this solitary lane, till I see you are fit to mount your horse.”",14267,14747
12,TOUCH,hold,"“Yes, sir.” “You have not an umbrella that I can use as a stick?” “No.” “Try to get hold of my horse’s bridle and lead him to me: you are not afraid?” I should have been afraid to touch a horse when alone, but when told to do it, I was disposed to obey.",16251,16508
12,TOUCH,touch,"“Yes, sir.” “You have not an umbrella that I can use as a stick?” “No.” “Try to get hold of my horse’s bridle and lead him to me: you are not afraid?” I should have been afraid to touch a horse when alone, but when told to do it, I was disposed to obey.",16251,16508
12,TOUCH,touch,"A touch of a spurred heel made his horse first start and rear, and then bound away; the dog rushed in his traces; all three vanished, “Like heath that, in the wilderness, The wild wind whirls away.”",17608,17814
12,TOUCH,tremble,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,TOUCH,tremble,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,TOUCH,grate,"This ruddy shine issued from the great dining-room, whose two-leaved door stood open, and showed a genial fire in the grate, glancing on marble hearth and brass fire-irons, and revealing purple draperies and polished furniture, in the most pleasant radiance.",21212,21470
12,TOUCH,caress,"I caressed him, and he wagged his great tail; but he looked an eerie creature to be alone with, and I could not tell whence he had come.",22064,22200
13,TOUCH,feel,"Besides, the eccentricity of the proceeding was piquant: I felt interested to see how he would go on.",5895,5998
13,TOUCH,pressure,"Kindly, as usual—and, as usual, rather trite—she condoled with him on the pressure of business he had had all day; on the annoyance it must have been to him with that painful sprain: then she commended his patience and perseverance in going through with it.",6163,6422
13,TOUCH,hold,"One gleam of light lifted into relief a half-submerged mast, on which sat a cormorant, dark and large, with wings flecked with foam; its beak held a gold bracelet set with gems, that I had touched with as brilliant tints as my palette could yield, and as glittering distinctness as my pencil could impart.",15566,15871
13,TOUCH,touch,"One gleam of light lifted into relief a half-submerged mast, on which sat a cormorant, dark and large, with wings flecked with foam; its beak held a gold bracelet set with gems, that I had touched with as brilliant tints as my palette could yield, and as glittering distinctness as my pencil could impart.",15566,15871
13,TOUCH,touch,On the neck lay a pale reflection like moonlight; the same faint lustre touched the train of thin clouds from which rose and bowed this vision of the Evening Star.,16579,16744
13,TOUCH,feel,“And you felt self-satisfied with the result of your ardent labours?” “Far from it.,18223,18307
13,TOUCH,caress,"Adèle went to kiss him before quitting the room: he endured the caress, but scarcely seemed to relish it more than Pilot would have done, nor so much.",19280,19432
14,TOUCH,brush,"I brushed Adèle’s hair and made her neat, and having ascertained that I was myself in my usual Quaker trim, where there was nothing to retouch—all being too close and plain, braided locks included, to admit of disarrangement—we descended, Adèle wondering whether the _petit coffre_ was at length come; for, owing to some mistake, its arrival had hitherto been delayed.",1328,1696
14,TOUCH,softness,"He was, in short, in his after-dinner mood; more expanded and genial, and also more self-indulgent than the frigid and rigid temper of the morning; still he looked preciously grim, cushioning his massive head against the swelling back of his chair, and receiving the light of the fire on his granite-hewn features, and in his great, dark eyes; for he had great, dark eyes, and very fine eyes, too—not without a certain change in their depths sometimes, which, if it was not softness, reminded you, at least, of that feeling.",5402,5928
14,TOUCH,stroke,"And so, under pretence of softening the previous outrage, of stroking and soothing me into placidity, you stick a sly penknife under my ear!",7183,7323
14,TOUCH,pat,"Another stick of the penknife, when she pretended to pat my head: and that is because I said I did not like the society of children and old women (low be it spoken!).",8023,8189
14,TOUCH,feel,"He had deigned an explanation, almost an apology, and I did not feel insensible to his condescension, and would not seem so.",12149,12275
14,TOUCH,feel,"Know, that in the course of your future life you will often find yourself elected the involuntary confidant of your acquaintances’ secrets: people will instinctively find out, as I have done, that it is not your forte to tell of yourself, but to listen while others talk of themselves; they will feel, too, that you listen with no malevolent scorn of their indiscretion, but with a kind of innate sympathy; not the less comforting and encouraging because it is very unobtrusive in its manifestations.”",17464,17967
14,TOUCH,feel,I feel sure it will work you more misery if you listen to it.”,20403,20467
14,TOUCH,embrace,"He said this as if he spoke to a vision, viewless to any eye but his own; then, folding his arms, which he had half extended, on his chest, he seemed to enclose in their embrace the invisible being.",20640,20840
14,TOUCH,feel,"it be right then,” I said, as I rose, deeming it useless to continue a discourse which was all darkness to me; and, besides, sensible that the character of my interlocutor was beyond my penetration; at least, beyond its present reach; and feeling the uncertainty, the vague sense of insecurity, which accompanies a conviction of ignorance.",22961,23302
14,TOUCH,feel,"“In that sense I do feel apprehensive—I have no wish to talk nonsense.” “If you did, it would be in such a grave, quiet manner, I should mistake it for sense.",23575,23734
15,TOUCH,feel,"“You never felt jealousy, did you, Miss Eyre?",3401,3446
15,TOUCH,feel,Of course not: I need not ask you; because you never felt love.,3447,3510
15,TOUCH,grip,"Some hated thought seemed to have him in its grip, and to hold him so tightly that he could not advance.",4698,4804
15,TOUCH,hold,"Some hated thought seemed to have him in its grip, and to hold him so tightly that he could not advance.",4698,4804
15,TOUCH,hold,"Pain, shame, ire, impatience, disgust, detestation, seemed momentarily to hold a quivering conflict in the large pupil dilating under his ebon eyebrow.",4977,5128
15,TOUCH,chill,"I never seemed in his way; he did not take fits of chilling hauteur: when he met me unexpectedly, the encounter seemed welcome; he had always a word and sometimes a smile for me: when summoned by formal invitation to his presence, I was honoured by a cordiality of reception that made me feel I really possessed the power to amuse him, and that these evening conferences were sought as much for his pleasure as for my benefit.",13851,14279
15,TOUCH,feel,"I never seemed in his way; he did not take fits of chilling hauteur: when he met me unexpectedly, the encounter seemed welcome; he had always a word and sometimes a smile for me: when summoned by formal invitation to his presence, I was honoured by a cordiality of reception that made me feel I really possessed the power to amuse him, and that these evening conferences were sought as much for his pleasure as for my benefit.",13851,14279
15,TOUCH,feel,I felt at times as if he were my relation rather than my master:,15040,15105
15,TOUCH,touch,Just then it seemed my chamber-door was touched; as if fingers had swept the panels in groping a way along the dark gallery outside.,17840,17972
15,TOUCH,chill,I was chilled with fear.,18015,18041
15,TOUCH,feel,"Silence composes the nerves; and as an unbroken hush now reigned again through the whole house, I began to feel the return of slumber.",18313,18447
15,TOUCH,hold,"He took it from my hand, held it up, and surveyed the bed, all blackened and scorched, the sheets drenched, the carpet round swimming in water.",21858,22003
15,TOUCH,cold,"I grew weary: it was cold, in spite of the cloak; and then I did not see the use of staying, as I was not to rouse the house.",23469,23595
15,TOUCH,hold,"He held out his hand; I gave him mine: he took it first in one, then in both his own.",25514,25601
15,TOUCH,feel,"Nothing else that has being would have been tolerable to me in the character of creditor for such an obligation: but you: it is different;—I feel your benefits no burden, Jane.”",25695,25874
15,TOUCH,tremble,"He paused; gazed at me: words almost visible trembled on his lips,—but his voice was checked.",25874,25969
15,TOUCH,cold,"you _will_ go?” “I am cold, sir.”",26602,26638
16,TOUCH,cold,"“It is to be hoped he will not take cold with sleeping on the library sofa,” &c.",941,1023
16,TOUCH,rub,"Leah stood up in the window-seat, rubbing the panes of glass dimmed with smoke.",1276,1355
16,TOUCH,warmth,"“I was not dreaming,” I said, with some warmth, for her brazen coolness provoked me.",4171,4255
16,TOUCH,feel,"Yet,” suggested the secret voice which talks to us in our own hearts, “_you_ are not beautiful either, and perhaps Mr. Rochester approves you: at any rate, you have often felt as if he did; and last night—remember his words; remember his look; remember his voice!”",8866,9132
16,TOUCH,feel,I never felt better.”,12045,12068
17,TOUCH,feel,"When I heard this, I was beginning to feel a strange chill and failing at the heart.",357,441
17,TOUCH,chill,"When I heard this, I was beginning to feel a strange chill and failing at the heart.",357,441
17,TOUCH,sensation,"I was actually permitting myself to experience a sickening sense of disappointment; but rallying my wits, and recollecting my principles, I at once called my sensations to order; and it was wonderful how I got over the temporary blunder—how I cleared up the mistake of supposing Mr. Rochester’s movements a matter in which I had any cause to take a vital interest.",442,806
17,TOUCH,hold,"“Well, I sometimes think we are too quiet; but we run a chance of being busy enough now: for a little while at least,” said Mrs. Fairfax, still holding the note before her spectacles.",2417,2602
17,TOUCH,press,"From school duties she was exonerated: Mrs. Fairfax had pressed me into her service, and I was all day in the storeroom, helping (or hindering) her and the cook; learning to make custards and cheese-cakes and French pastry, to truss game and garnish desert-dishes.",4427,4693
17,TOUCH,grate,"This was when I chanced to see the third-storey staircase door (which of late had always been kept locked) open slowly, and give passage to the form of Grace Poole, in prim cap, white apron, and handkerchief; when I watched her glide along the gallery, her quiet tread muffled in a list slipper; when I saw her look into the bustling, topsy-turvy bedrooms,—just say a word, perhaps, to the charwoman about the proper way to polish a grate, or clean a marble mantelpiece, or take stains from papered walls, and then pass on.",5074,5597
17,TOUCH,nudge,"“I wonder whether the master—” The charwoman was going on; but here Leah turned and perceived me, and she instantly gave her companion a nudge.",7266,7412
17,TOUCH,rub,"Thursday came: all work had been completed the previous evening; carpets were laid down, bed-hangings festooned, radiant white counterpanes spread, toilet tables arranged, furniture rubbed, flowers piled in vases: both chambers and saloons looked as fresh and bright as hands could make them.",7681,7973
17,TOUCH,feel,"“Don’t you feel hungry, Adèle?” “Mais oui, mademoiselle: voilà cinq ou six heures que nous n’avons pas mangé.”",11741,11854
17,TOUCH,cold,"Threading this chaos, I at last reached the larder; there I took possession of a cold chicken, a roll of bread, some tarts, a plate or two and a knife and fork: with this booty I made a hasty retreat.",12505,12705
17,TOUCH,hold,"I found Adèle peeping through the schoolroom door, which she held ajar.",13631,13703
17,TOUCH,touch,ere long she touched my knee.,20320,20351
17,TOUCH,hold,"I try to concentrate my attention on those netting-needles, on the meshes of the purse I am forming—I wish to think only of the work I have in my hands, to see only the silver beads and silk threads that lie in my lap; whereas, I distinctly behold his figure, and I inevitably recall the moment when I last saw it; just after I had rendered him, what he deemed, an essential service, and he, holding my hand, and looking down on my face, surveyed me with eyes that revealed a heart full and eager to overflow; in whose emotions I had a part.",28612,29153
17,TOUCH,feel,"I looked, and had an acute pleasure in looking,—a precious yet poignant pleasure; pure gold, with a steely point of agony: a pleasure like what the thirst-perishing man might feel who knows the well to which he has crept is poisoned, yet stoops and drinks divine draughts nevertheless.",29784,30071
17,TOUCH,feel,"I believe he is of mine;—I am sure he is—I feel akin to him—I understand the language of his countenance and movements: though rank and wealth sever us widely, I have something in my brain and heart, in my blood and nerves, that assimilates me mentally to him.",31842,32102
17,TOUCH,touch,"“Pardon me, madam: no need of explanation; your own fine sense must inform you that one of your frowns would be a sufficient substitute for capital punishment.” “Sing!” said she, and again touching the piano, she commenced an accompaniment in spirited style.",42639,42900
17,TOUCH,sensation,"Mrs. Fairfax had said Mr. Rochester possessed a fine voice: he did—a mellow, powerful bass, into which he threw his own feeling, his own force; finding a way through the ear to the heart, and there waking sensation strangely.",42995,43220
17,TOUCH,cold,“Did you take any cold that night you half drowned me?” “Not the least.”,44248,44323
18,TOUCH,clasp,"He looked at me: I happened to be near him, as I had been fastening the clasp of Mrs. Dent’s bracelet, which had got loose.",2100,2225
18,TOUCH,hold,"Within the arch, the bulky figure of Sir George Lynn, whom Mr. Rochester had likewise chosen, was seen enveloped in a white sheet: before him, on a table, lay open a large book; and at his side stood Amy Eshton, draped in Mr. Rochester’s cloak, and holding a book in her hand.",2792,3068
18,TOUCH,touch,"What charade Colonel Dent and his party played, what word they chose, how they acquitted themselves, I no longer remember; but I still see the consultation which followed each scene: I see Mr. Rochester turn to Miss Ingram, and Miss Ingram to him; I see her incline her head towards him, till the jetty curls almost touch his shoulder and wave against his cheek; I hear their mutual whisperings; I recall their interchanged glances; and something even of the feeling roused by the spectacle returns in memory at this moment.",8363,8889
18,TOUCH,touch,"I have told you, reader, that I had learnt to love Mr. Rochester: I could not unlove him now, merely because I found that he had ceased to notice me—because I might pass hours in his presence, and he would never once turn his eyes in my direction—because I saw all his attentions appropriated by a great lady, who scorned to touch me with the hem of her robes as she passed; who, if ever her dark and imperious eye fell on me by chance, would withdraw it instantly as from an object too mean to merit observation.",8889,9402
18,TOUCH,feel,"I could not unlove him, because I felt sure he would soon marry this very lady—because I read daily in her a proud security in his intentions respecting her—because I witnessed hourly in him a style of courtship which, if careless and choosing rather to be sought than to seek, was yet, in its very carelessness, captivating, and in its very pride, irresistible.",9403,9767
18,TOUCH,sensation,She advocated a high tone of sentiment; but she did not know the sensations of sympathy and pity; tenderness and truth were not in her.,10630,10765
18,TOUCH,feel,"I saw he was going to marry her, for family, perhaps political reasons, because her rank and connections suited him; I felt he had not given her his love, and that her qualifications were ill adapted to win from him that treasure.",11481,11711
18,TOUCH,touch,This was the point—this was where the nerve was touched and teased—this was where the fever was sustained and fed: _,11712,11828
18,TOUCH,softness,"Arrows that continually glanced off from Mr. Rochester’s breast and fell harmless at his feet, might, I knew, if shot by a surer hand, have quivered keen in his proud heart—have called love into his stern eye, and softness into his sardonic face; or, better still, without weapons a silent conquest might have been won.",12972,13293
18,TOUCH,feel,"It surprised me when I first discovered that such was his intention: I had thought him a man unlikely to be influenced by motives so commonplace in his choice of a wife; but the longer I considered the position, education, &c., of the parties, the less I felt justified in judging and blaming either him or Miss Ingram for acting in conformity to ideas and principles instilled into them, doubtless, from their childhood.",14483,14904
18,TOUCH,hold,"All their class held these principles: I supposed, then, they had reasons for holding them such as I could not fathom.",14905,15023
18,TOUCH,hold,"All their class held these principles: I supposed, then, they had reasons for holding them such as I could not fathom.",14905,15023
18,TOUCH,feel,"It seemed to me that, were I a gentleman like him, I would take to my bosom only such a wife as I could love; but the very obviousness of the advantages to the husband’s own happiness offered by this plan convinced me that there must be arguments against its general adoption of which I was quite ignorant: otherwise I felt sure all the world would act as I wished to act.",15024,15398
18,TOUCH,feel,"The sarcasm that had repelled, the harshness that had startled me once, were only like keen condiments in a choice dish: their presence was pungent, but their absence would be felt as comparatively insipid.",15741,15947
18,TOUCH,feel,"And as for the vague something—was it a sinister or a sorrowful, a designing or a desponding expression?—that opened upon a careful observer, now and then, in his eye, and closed again before one could fathom the strange depth partially disclosed; that something which used to make me fear and shrink, as if I had been wandering amongst volcanic-looking hills, and had suddenly felt the ground quiver and seen it gape: that something, I, at intervals, beheld still; and with throbbing heart, but not with palsied nerves.",15948,16468
18,TOUCH,hold,"The Ladies Lynn and Ingram continued to consort in solemn conferences, where they nodded their two turbans at each other, and held up their four hands in confronting gestures of surprise, or mystery, or horror, according to the theme on which their gossip ran, like a pair of magnified puppets.",16918,17212
18,TOUCH,feel,"The want of his animating influence appeared to be peculiarly felt one day that he had been summoned to Millcote on business, and was not likely to return till late.",18028,18193
18,TOUCH,firmness,"For a handsome and not an unamiable-looking man, he repelled me exceedingly: there was no power in that smooth-skinned face of a full oval shape: no firmness in that aquiline nose and small cherry mouth; there was no thought on the low, even forehead; no command in that blank, brown eye.",21769,22059
18,TOUCH,cold,"As I sat in my usual nook, and looked at him with the light of the girandoles on the mantelpiece beaming full over him—for he occupied an arm-chair drawn close to the fire, and kept shrinking still nearer, as if he were cold, I compared him with Mr. Rochester.",22059,22319
18,TOUCH,shiver,"Mr. Mason, shivering as some one chanced to open the door, asked for more coal to be put on the fire, which had burnt out its flame, though its mass of cinder still shone hot and red.",24547,24730
18,TOUCH,hold,"pause—reflect!” was her mama’s cry; but she swept past her in stately silence, passed through the door which Colonel Dent held open, and we heard her enter the library.",28663,28833
18,TOUCH,feel,"Miss Mary declared she felt, for her part, she never dared venture.",28942,29009
18,TOUCH,feel,How do you feel?,29576,29592
18,TOUCH,press,"“Now, now, good people,” returned Miss Ingram, “don’t press upon me.",29653,29722
18,TOUCH,press,"Pressed for further explanation, they declared she had told them of things they had said and done when they were mere children; described books and ornaments they had in their boudoirs at home: keepsakes that different relations had presented to them.",31715,31966
19,TOUCH,cold,"I stood on the rug and warmed my hands, which were rather cold with sitting at a distance from the drawing-room fire.",615,732
19,TOUCH,feel,I felt now as composed as ever I did in my life: there was nothing indeed in the gipsy’s appearance to trouble one’s calm.,733,855
19,TOUCH,tremble,Why don’t you tremble?” “I’m not cold.”,1720,1762
19,TOUCH,cold,Why don’t you tremble?” “I’m not cold.”,1720,1762
19,TOUCH,cold,"Having indulged a while in this sedative, she raised her bent body, took the pipe from her lips, and while gazing steadily at the fire, said very deliberately— “You are cold; you are sick; and you are silly.”",1992,2203
19,TOUCH,cold,"You are cold, because you are alone: no contact strikes the fire from you that is in you.",2251,2340
19,TOUCH,contact,"You are cold, because you are alone: no contact strikes the fire from you that is in you.",2251,2340
19,TOUCH,hold,"I gave her a shilling: she put it into an old stocking-foot which she took out of her pocket, and having tied it round and returned it, she told me to hold out my hand.",3495,3663
19,TOUCH,touch,"She approached her face to the palm, and pored over it without touching it.",3671,3748
19,TOUCH,feel,"“I wonder what thoughts are busy in your heart during all the hours you sit in yonder room with the fine people flitting before you like shapes in a magic-lantern: just as little sympathetic communion passing between you and them as if they were really mere shadows of human forms, and not the actual substance.” “I feel tired often, sleepy sometimes, but seldom sad.” “Then you have some secret hope to buoy you up and please you with whispers of the future?” “Not I.",4482,4953
19,TOUCH,hold,"The forehead declares, ‘Reason sits firm and holds the reins, and she will not let the feelings burst away and hurry her to wild chasms.",12063,12199
19,TOUCH,grip,As I spoke he gave my wrist a convulsive grip; the smile on his lips froze: apparently a spasm caught his breath.,16743,16858
19,TOUCH,feel,"“Do you feel ill, sir?”",17159,17182
19,TOUCH,hold,"Holding my hand in both his own, he chafed it; gazing on me, at the same time, with the most troubled and dreary look.",17425,17545
20,TOUCH,cold,"Mesdames” (to the dowagers), “you will take cold to a dead certainty, if you stay in this chill gallery any longer.”",3721,3839
20,TOUCH,chill,"Mesdames” (to the dowagers), “you will take cold to a dead certainty, if you stay in this chill gallery any longer.”",3721,3839
20,TOUCH,cold,"Not liking to sit in the cold and darkness, I thought I would lie down on my bed, dressed as I was.",5025,5124
20,TOUCH,tap,"I left the window, and moved with little noise across the carpet; as I stooped to take off my shoes, a cautious hand tapped low at the door.",5125,5267
20,TOUCH,hold,Mr. Rochester stood in the gallery holding a light.,5437,5490
20,TOUCH,hold,"He still waited; he held a key in his hand: approaching one of the small, black doors, he put it in the lock; he paused, and addressed me again.",6038,6184
20,TOUCH,feel,"I felt a thrill while I answered him; but no coldness, and no faintness.",6283,6357
20,TOUCH,hold,"Mr. Rochester held the candle over him; I recognised in his pale and seemingly lifeless face—the stranger, Mason: I saw too that his linen on one side, and one arm, was almost soaked in blood.",7587,7781
20,TOUCH,hold,"“Hold the candle,” said Mr. Rochester, and I took it: he fetched a basin of water from the washstand: “Hold that,” said he.",7781,7904
20,TOUCH,hold,"“Hold the candle,” said Mr. Rochester, and I took it: he fetched a basin of water from the washstand: “Hold that,” said he.",7781,7904
20,TOUCH,feel,"“Sir?” “I shall have to leave you in this room with this gentleman, for an hour, or perhaps two hours: you will sponge the blood as I do when it returns: if he feels faint, you will put the glass of water on that stand to his lips, and your salts to his nose.",8458,8718
20,TOUCH,grate,"I experienced a strange feeling as the key grated in the lock, and the sound of his retreating step ceased to be heard.",9227,9348
20,TOUCH,hold,"Lastly, I saw Mr. Mason was submissive to Mr. Rochester; that the impetuous will of the latter held complete sway over the inertness of the former: the few words which had passed between them assured me of this.",12282,12493
20,TOUCH,tremble,I could not forget how the arm had trembled which he rested on my shoulder: and it was no light matter which could thus bow the resolute spirit and thrill the vigorous frame of Fairfax Rochester.,13025,13222
20,TOUCH,hold,"I had, again and again, held the water to Mason’s white lips; again and again offered him the stimulating salts: my efforts seemed ineffectual: either bodily or mental suffering, or loss of blood, or all three combined, were fast prostrating his strength.",13398,13653
20,TOUCH,handle,"Then he approached Mason, whom the surgeon was already handling.",14801,14867
20,TOUCH,cold,"You can’t travel a mile without that, I know, in this damned cold climate.",18135,18209
20,TOUCH,hold,"He held out the tiny glass, and I half filled it from the water-bottle on the washstand.",19111,19201
20,TOUCH,feel,"Be of good cheer, Richard; step out—that’s it!” “I do feel better,” remarked Mr. Mason.",19837,19927
20,TOUCH,feel,"“Come where there is some freshness, for a few moments,” he said; “that house is a mere dungeon: don’t you feel it so?” “It seems to me a splendid mansion, sir.”",22257,22421
20,TOUCH,feel,"I answered him by assuming it: to refuse would, I felt, have been unwise.",26680,26755
20,TOUCH,feel,"Still you are miserable; for hope has quitted you on the very confines of life: your sun at noon darkens in an eclipse, which you feel will not leave it till the time of setting.",27921,28099
20,TOUCH,feel,"Such society revives, regenerates: you feel better days come back—higher wishes, purer feelings; you desire to recommence your life, and to spend what remains to you of days in a way more worthy of an immortal being.",28659,28875
20,TOUCH,softness,"“Little friend,” said he, in quite a changed tone—while his face changed too, losing all its softness and gravity, and becoming harsh and sarcastic—“you have noticed my tender penchant for Miss Ingram:",30540,30742
20,TOUCH,cold,What cold fingers!,31120,31138
20,TOUCH,touch,They were warmer last night when I touched them at the door of the mysterious chamber.,31139,31225
21,TOUCH,hold,"On repairing thither, I found a man waiting for me, having the appearance of a gentleman’s servant: he was dressed in deep mourning, and the hat he held in his hand was surrounded with a crape band.",2049,2249
21,TOUCH,stroke,The information about Mr. John’s death and the manner of it came too suddenly: it brought on a stroke.,4281,4384
21,TOUCH,grate,"It was very clean and neat: the ornamental windows were hung with little white curtains; the floor was spotless; the grate and fire-irons were burnished bright, and the fire burnt clear.",13414,13600
21,TOUCH,tap,"Old times crowded fast back on me as I watched her bustling about—setting out the tea-tray with her best china, cutting bread and butter, toasting a tea-cake, and, between whiles, giving little Robert or Jane an occasional tap or push, just as she used to give me in former days.",14775,15054
21,TOUCH,feel,"I still felt as a wanderer on the face of the earth; but I experienced firmer trust in myself and my own powers, and less withering dread of oppression.",16611,16763
21,TOUCH,feel,"This I felt sure was Eliza, though I could trace little resemblance to her former self in that elongated and colourless visage.",17913,18042
21,TOUCH,feel,"A sneer, however, whether covert or open, had now no longer that power over me it once possessed: as I sat between my cousins, I was surprised to find how easy I felt under the total neglect of the one and the semi-sarcastic attentions of the other—Eliza did not mortify, nor Georgiana ruffle me.",19702,19998
21,TOUCH,clasp,"I had left this woman in bitterness and hate, and I came back to her now with no other emotion than a sort of ruth for her great sufferings, and a strong yearning to forget and forgive all injuries—to be reconciled and clasp hands in amity.",23023,23265
21,TOUCH,press,"My fingers had fastened on her hand which lay outside the sheet: had she pressed mine kindly, I should at that moment have experienced true pleasure.",23822,23971
21,TOUCH,feel,"Again she regarded me so icily, I felt at once that her opinion of me—her feeling towards me—was unchanged and unchangeable.",24184,24308
21,TOUCH,feel,"I felt pain, and then I felt ire; and then I felt a determination to subdue her—to be her mistress in spite both of her nature and her will.",24527,24668
21,TOUCH,feel,"I felt pain, and then I felt ire; and then I felt a determination to subdue her—to be her mistress in spite both of her nature and her will.",24527,24668
21,TOUCH,feel,"I felt pain, and then I felt ire; and then I felt a determination to subdue her—to be her mistress in spite both of her nature and her will.",24527,24668
21,TOUCH,hold,said she; “don’t annoy me with holding the clothes fast.,25459,25515
21,TOUCH,feel,John is sunk and degraded—his look is frightful—I feel ashamed for him when I see him.”,27822,27911
21,TOUCH,cold,"They were very cold, indeed, at first.",28949,28987
21,TOUCH,touch,"but not quite the thing,” I thought, as I surveyed the effect: “they want more force and spirit;” and I wrought the shades blacker, that the lights might flash more brilliantly—a happy touch or two secured success.",30826,31040
21,TOUCH,cold,"Georgiana took out her handkerchief and blew her nose for an hour afterwards; Eliza sat cold, impassable, and assiduously industrious.",38584,38720
21,TOUCH,feel,Feeling without judgment is a washy draught indeed; but judgment untempered by feeling is too bitter and husky a morsel for human deglutition.,38892,39036
21,TOUCH,feel,Feeling without judgment is a washy draught indeed; but judgment untempered by feeling is too bitter and husky a morsel for human deglutition.,38892,39036
21,TOUCH,grate,"I found the sick-room unwatched, as I had expected: no nurse was there; the patient lay still, and seemingly lethargic; her livid face sunk in the pillows: the fire was dying in the grate.",39804,39992
21,TOUCH,sensation,"She made an effort to alter her position, but failed: her face changed; she seemed to experience some inward sensation—the precursor, perhaps, of the last pang.",42517,42679
21,TOUCH,sensation,I could not forget my own sensations when you thus started up and poured out the venom of your mind: I felt fear as if an animal that I had struck or pushed had looked up at me with human eyes and cursed me in a man’s voice.—Bring me some water!,43852,44097
21,TOUCH,feel,I could not forget my own sensations when you thus started up and poured out the venom of your mind: I felt fear as if an animal that I had struck or pushed had looked up at me with human eyes and cursed me in a man’s voice.—Bring me some water!,43852,44097
21,TOUCH,feel,"“If you could but be persuaded to think no more of it, aunt, and to regard me with kindness and forgiveness——” “You have a very bad disposition,” said she, “and one to this day I feel it impossible to understand: how for nine years you could be patient and quiescent under any treatment, and in the tenth break out all fire and violence, I can never comprehend.”",45008,45373
21,TOUCH,touch,I approached my cheek to her lips: she would not touch it.,45615,45673
21,TOUCH,cold,As I laid her down—for I raised her and supported her on my arm while she drank—I covered her ice-cold and clammy hand with mine: the feeble fingers shrank from my touch—the glazing eyes shunned my gaze.,45750,45955
21,TOUCH,touch,As I laid her down—for I raised her and supported her on my arm while she drank—I covered her ice-cold and clammy hand with mine: the feeble fingers shrank from my touch—the glazing eyes shunned my gaze.,45750,45955
21,TOUCH,cold,"There was stretched Sarah Reed’s once robust and active frame, rigid and still: her eye of flint was covered with its cold lid; her brow and strong traits wore yet the impress of her inexorable soul.",46762,46962
22,TOUCH,hold,"Her plans required all her time and attention, she said; she was about to depart for some unknown bourne; and all day long she stayed in her own room, her door bolted within, filling trunks, emptying drawers, burning papers, and holding no communication with any one.",1423,1690
22,TOUCH,embrace,"I shall devote myself for a time to the examination of the Roman Catholic dogmas, and to a careful study of the workings of their system: if I find it to be, as I half suspect it is, the one best calculated to ensure the doing of all things decently and in order, I shall embrace the tenets of Rome and probably take the veil.”",2228,2557
22,TOUCH,feel,"How people feel when they are returning home from an absence, long or short, I did not know: I had never experienced the sensation.",3479,3610
22,TOUCH,sensation,"How people feel when they are returning home from an absence, long or short, I did not know: I had never experienced the sensation.",3479,3610
