chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
12,SOUND,hear,"When thus alone, I not unfrequently heard Grace Poole’s laugh: the same peal, the same low, slow ha! ha!",4515,4619
12,SOUND,hear,"which, when first heard, had thrilled me: I heard, too, her eccentric murmurs; stranger than her laugh.",4620,4723
12,SOUND,hear,"which, when first heard, had thrilled me: I heard, too, her eccentric murmurs; stranger than her laugh.",4620,4723
12,SOUND,murmur,"which, when first heard, had thrilled me: I heard, too, her eccentric murmurs; stranger than her laugh.",4620,4723
12,SOUND,sound,There were days when she was quite silent; but there were others when I could not account for the sounds she made.,4724,4838
12,SOUND,toll,"It was three o’clock; the church bell tolled as I passed under the belfry: the charm of the hour lay in its approaching dimness, in the low-gliding and pale-beaming sun.",7047,7216
12,SOUND,note,"I was a mile from Thornfield, in a lane noted for wild roses in summer, for nuts and blackberries in autumn, and even now possessing a few coral treasures in hips and haws, but whose best winter delight lay in its utter solitude and leafless repose.",7217,7466
12,SOUND,breath,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SOUND,sound,"If a breath of air stirred, it made no sound here; for there was not a holly, not an evergreen to rustle, and the stripped hawthorn and hazel bushes were as still as the white, worn stones which causewayed the middle of the path.",7467,7696
12,SOUND,hear,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,SOUND,murmur,"On the hill-top above me sat the rising moon; pale yet as a cloud, but brightening momentarily, she looked over Hay, which, half lost in trees, sent up a blue smoke from its few chimneys: it was yet a mile distant, but in the absolute hush I could hear plainly its thin murmurs of life.",8591,8877
12,SOUND,noise,"A rude noise broke on these fine ripplings and whisperings, at once so far away and so clear: a positive tramp, tramp, a metallic clatter, which effaced the soft wave-wanderings; as, in a picture, the solid mass of a crag, or the rough boles of a great oak, drawn in dark and strong on the foreground, efface the aërial distance of azure hill, sunny horizon, and blended clouds where tint melts into tint.",9147,9554
12,SOUND,clatter,"A rude noise broke on these fine ripplings and whisperings, at once so far away and so clear: a positive tramp, tramp, a metallic clatter, which effaced the soft wave-wanderings; as, in a picture, the solid mass of a crag, or the rough boles of a great oak, drawn in dark and strong on the foreground, efface the aërial distance of azure hill, sunny horizon, and blended clouds where tint melts into tint.",9147,9554
12,SOUND,din,"The din was on the causeway: a horse was coming; the windings of the lane yet hid it, but it approached.",9554,9658
12,SOUND,hear,"It was very near, but not yet in sight; when, in addition to the tramp, tramp, I heard a rush under the hedge, and close down by the hazel stems glided a great dog, whose black and white colour made him a distinct object against the trees.",10344,10583
12,SOUND,sound,"He passed, and I went on; a few steps, and I turned: a sliding sound and an exclamation of “What the deuce is to do now?”",11192,11313
12,SOUND,hear,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,groan,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,echo,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,sound,"The dog came bounding back, and seeing his master in a predicament, and hearing the horse groan, barked till the evening hills echoed the sound, which was deep in proportion to his magnitude.",11451,11642
12,SOUND,sound,"The traveller now, stooping, felt his foot and leg, as if trying whether they were sound; apparently something ailed them, for he halted to the stile",12586,12735
12,SOUND,listen,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,hear,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,murmur,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SOUND,voice,"It revealed, too, a group near the mantelpiece: I had scarcely caught it, and scarcely become aware of a cheerful mingling of voices, amongst which I seemed to distinguish the tones of Adèle, when the door closed.",21471,21686
12,SOUND,tone,"It revealed, too, a group near the mantelpiece: I had scarcely caught it, and scarcely become aware of a cheerful mingling of voices, amongst which I seemed to distinguish the tones of Adèle, when the door closed.",21471,21686
13,SOUND,attend,"When he did come down, it was to attend to business: his agent and some of his tenants were arrived, and waiting to speak with him.",115,248
13,SOUND,echo,"I discerned in the course of the morning that Thornfield Hall was a changed place: no longer silent as a church, it echoed every hour or two to a knock at the door, or a clang of the bell; steps, too, often traversed the hall, and new voices spoke in different keys below; a rill from the outer world was flowing through it; it had a master: for my part, I liked it better.",472,847
13,SOUND,clang,"I discerned in the course of the morning that Thornfield Hall was a changed place: no longer silent as a church, it echoed every hour or two to a knock at the door, or a clang of the bell; steps, too, often traversed the hall, and new voices spoke in different keys below; a rill from the outer world was flowing through it; it had a master: for my part, I liked it better.",472,847
13,SOUND,voice,"I discerned in the course of the morning that Thornfield Hall was a changed place: no longer silent as a church, it echoed every hour or two to a knock at the door, or a clang of the bell; steps, too, often traversed the hall, and new voices spoke in different keys below; a rill from the outer world was flowing through it; it had a master: for my part, I liked it better.",472,847
13,SOUND,hear,"Adèle was not easy to teach that day; she could not apply: she kept running to the door and looking over the banisters to see if she could get a glimpse of Mr. Rochester; then she coined pretexts to go downstairs, in order, as I shrewdly suspected, to visit the library, where I knew she was not wanted; then, when I got a little angry, and made her sit still, she continued to talk incessantly of her “ami, Monsieur Edouard Fairfax _de_ Rochester,” as she dubbed him (I had not before heard his prenomens), and to conjecture what presents he had brought her: for it appears he had intimated the night before, that when his luggage came from Millcote, there would be found amongst it a little box in whose contents she had an interest.",847,1584
13,SOUND,tone,"“Let Miss Eyre be seated,” said he: and there was something in the forced stiff bow, in the impatient yet formal tone, which seemed further to express, “What the deuce is it to me whether Miss Eyre be there or not?",5311,5525
13,SOUND,sound,That sounds blasphemous.”,11659,11686
13,SOUND,dialogue,"He is a harsh man; at once pompous and meddling; he cut off our hair; and for economy’s sake bought us bad needles and thread, with which we could hardly sew.” “That was very false economy,” remarked Mrs. Fairfax, who now again caught the drift of the dialogue.",11752,12016
13,SOUND,tone,"Go into the library—I mean, if you please.—(Excuse my tone of command; I am used to say, ‘Do this,’ and it is done: I cannot alter my customary habits for one new inmate.)—Go, then, into the library; take a candle with you; leave the door open; sit down to the piano, and play a tune.” I departed, obeying his directions.",12845,13169
13,SOUND,tune,"Go into the library—I mean, if you please.—(Excuse my tone of command; I am used to say, ‘Do this,’ and it is done: I cannot alter my customary habits for one new inmate.)—Go, then, into the library; take a candle with you; leave the door open; sit down to the piano, and play a tune.” I departed, obeying his directions.",12845,13169
14,SOUND,voice,"“Yes, there is your ‘boite’ at last: take it into a corner, you genuine daughter of Paris, and amuse yourself with disembowelling it,” said the deep and rather sarcastic voice of Mr. Rochester, proceeding from the depths of an immense easy-chair at the fireside.",1891,2153
14,SOUND,attend,"“Now I have performed the part of a good host,” pursued Mr. Rochester, “put my guests into the way of amusing each other, I ought to be at liberty to attend to my own pleasure.",4160,4336
14,SOUND,announcement,"With this announcement he rose from his chair, and stood, leaning his arm on the marble mantelpiece: in that attitude his shape was seen plainly as well as his face; his unusual breadth of chest, disproportionate almost to his length of limb.",9564,9806
14,SOUND,tone,"Leaving superiority out of the question, then, you must still agree to receive my orders now and then, without being piqued or hurt by the tone of command.",13380,13535
14,SOUND,speech,"However, I mentally shake hands with you for your answer, despite its inaccuracy; and as much for the manner in which it was said, as for the substance of the speech; the manner was frank and sincere; one does not often see such a manner: no, on the contrary, affectation, or coldness, or stupid, coarse-minded misapprehension of one’s meaning are the usual rewards of candour.",14755,15132
14,SOUND,listen,"Know, that in the course of your future life you will often find yourself elected the involuntary confidant of your acquaintances’ secrets: people will instinctively find out, as I have done, that it is not your forte to tell of yourself, but to listen while others talk of themselves; they will feel, too, that you listen with no malevolent scorn of their indiscretion, but with a kind of innate sympathy; not the less comforting and encouraging because it is very unobtrusive in its manifestations.”",17464,17967
14,SOUND,listen,"Know, that in the course of your future life you will often find yourself elected the involuntary confidant of your acquaintances’ secrets: people will instinctively find out, as I have done, that it is not your forte to tell of yourself, but to listen while others talk of themselves; they will feel, too, that you listen with no malevolent scorn of their indiscretion, but with a kind of innate sympathy; not the less comforting and encouraging because it is very unobtrusive in its manifestations.”",17464,17967
14,SOUND,listen,I feel sure it will work you more misery if you listen to it.”,20403,20467
14,SOUND,sound,"“They cannot be, sir, if they require a new statute to legalise them.” “They are, Miss Eyre, though they absolutely require a new statute: unheard-of combinations of circumstances demand unheard-of rules.” “That sounds a dangerous maxim, sir; because one can see at once that it is liable to abuse.” “Sententious sage!",22229,22550
14,SOUND,voice,"The Lowood constraint still clings to you somewhat; controlling your features, muffling your voice, and restricting your limbs; and you fear in the presence of a man and a brother—or father, or master, or what you will—to smile too gaily, speak too freely, or move too quickly: but, in time, I think you will learn to be natural with me, as I find it impossible to be conventional with you; and then your looks and movements will have more vivacity and variety than they dare offer now.",23936,24422
14,SOUND,hear,"Ere long, Adèle’s little foot was heard tripping across the hall.",25664,25729
15,SOUND,murmur,"Bending over the balcony, I was about to murmur ‘Mon ange’—in a tone, of course, which should be audible to the ear of love alone—when a figure jumped from the carriage after her; cloaked also; but that was a spurred heel which had rung on the pavement, and that was a hatted head which now passed under the arched _porte cochère_ of the hotel.",3055,3401
15,SOUND,tone,"Bending over the balcony, I was about to murmur ‘Mon ange’—in a tone, of course, which should be audible to the ear of love alone—when a figure jumped from the carriage after her; cloaked also; but that was a spurred heel which had rung on the pavement, and that was a hatted head which now passed under the arched _porte cochère_ of the hotel.",3055,3401
15,SOUND,hear,"Floating on with closed eyes and muffled ears, you neither see the rocks bristling not far off in the bed of the flood, nor hear the breakers boil at their base.",3726,3887
15,SOUND,noise,"But I tell you—and you may mark my words—you will come some day to a craggy pass in the channel, where the whole of life’s stream will be broken up into whirl and tumult, foam and noise: either you will be dashed to atoms on crag points, or lifted up and borne on by some master-wave into a calmer current—as I am now.",3888,4208
15,SOUND,hear,"When I saw my charmer thus come in accompanied by a cavalier, I seemed to hear a hiss, and the green snake of jealousy, rising on undulating coils from the moonlit balcony, glided within my waistcoat, and ate its way in two minutes to my heart’s core.",6708,6959
15,SOUND,hiss,"When I saw my charmer thus come in accompanied by a cavalier, I seemed to hear a hiss, and the green snake of jealousy, rising on undulating coils from the moonlit balcony, glided within my waistcoat, and ate its way in two minutes to my heart’s core.",6708,6959
15,SOUND,listen,"“Strange that I should choose you for the confidant of all this, young lady; passing strange that you should listen to me quietly, as if it were the most usual thing in the world for a man like me to tell stories of his opera-mistresses to a quaint, inexperienced girl like you!",7024,7302
15,SOUND,whisper,"So putting my hand in through the open window, I drew the curtain over it, leaving only an opening through which I could take observations; then I closed the casement, all but a chink just wide enough to furnish an outlet to lovers’ whispered vows: then I stole back to my chair; and as I resumed it the pair came in.",7962,8279
15,SOUND,scream,"Opening the window, I walked in upon them; liberated Céline from my protection; gave her notice to vacate her hotel; offered her a purse for immediate exigencies; disregarded screams, hysterics, prayers, protestations, convulsions; made an appointment with the vicomte for a meeting at the Bois de Boulogne.",9999,10307
15,SOUND,hear,"I acknowledged no natural claim on Adèle’s part to be supported by me, nor do I now acknowledge any, for I am not her father; but hearing that she was quite destitute, I e’en took the poor thing out of the slime and mud of Paris, and transplanted it here, to grow up clean in the wholesome soil of an English country garden.",10867,11191
15,SOUND,hear,"I, indeed, talked comparatively little, but I heard him talk with relish.",14279,14352
15,SOUND,hear,"Suppose he should be absent spring, summer, and autumn: how joyless sunshine and fine days will seem!” I hardly know whether I had slept or not after this musing; at any rate, I started wide awake on hearing a vague murmur, peculiar and lugubrious, which sounded, I thought, just above me.",17261,17551
15,SOUND,murmur,"Suppose he should be absent spring, summer, and autumn: how joyless sunshine and fine days will seem!” I hardly know whether I had slept or not after this musing; at any rate, I started wide awake on hearing a vague murmur, peculiar and lugubrious, which sounded, I thought, just above me.",17261,17551
15,SOUND,sound,"Suppose he should be absent spring, summer, and autumn: how joyless sunshine and fine days will seem!” I hardly know whether I had slept or not after this musing; at any rate, I started wide awake on hearing a vague murmur, peculiar and lugubrious, which sounded, I thought, just above me.",17261,17551
15,SOUND,listen,"I rose and sat up in bed, listening.",17647,17683
15,SOUND,sound,The sound was hushed.,17684,17707
15,SOUND,sound,"The head of my bed was near the door, and I thought at first the goblin-laugher stood at my bedside—or rather, crouched by my pillow: but I rose, looked round, and could see nothing; while, as I still gazed, the unnatural sound was reiterated: and I knew it came from behind the panels.",18727,19013
15,SOUND,moan,"My first impulse was to rise and fasten the bolt; my next, again to cry out, “Who is there?” Something gurgled and moaned.",19014,19137
15,SOUND,hear,"Ere long, steps retreated up the gallery towards the third-storey staircase: a door had lately been made to shut in that staircase; I heard it open and close, and all was still.",19138,19317
15,SOUND,murmur,"I shook him, but he only murmured and turned: the smoke had stupefied him.",20318,20392
15,SOUND,hiss,"The hiss of the quenched element, the breakage of a pitcher which I flung from my hand when I had emptied it, and, above all, the splash of the shower-bath I had liberally bestowed, roused Mr. Rochester at last.",20777,20989
15,SOUND,hear,"Though it was now dark, I knew he was awake; because I heard him fulminating strange anathemas at finding himself lying in a pool of water.",20989,21130
15,SOUND,hear,"I briefly related to him what had transpired: the strange laugh I had heard in the gallery: the step ascending to the third storey; the smoke,—the smell of fire which had conducted me to his room; in what state I had found matters there, and how I had deluged him with all the water I could lay hands on.",22044,22351
15,SOUND,listen,"he asked He listened very gravely; his face, as I went on, expressed more concern than astonishment; he did not immediately speak when I had concluded.",22380,22534
15,SOUND,noise,"He passed up the gallery very softly, unclosed the staircase door with as little noise as possible, shut it after him, and the last ray vanished.",23221,23366
15,SOUND,listen,"I listened for some noise, but heard nothing.",23397,23442
15,SOUND,noise,"I listened for some noise, but heard nothing.",23397,23442
15,SOUND,hear,"I listened for some noise, but heard nothing.",23397,23442
15,SOUND,hear,"I was on the point of risking Mr. Rochester’s displeasure by disobeying his orders, when the light once more gleamed dimly on the gallery wall, and I heard his unshod feet tread the matting.",23595,23785
15,SOUND,tone,At the end of a few minutes he inquired in rather a peculiar tone— “I forget whether you said you saw anything when you opened your chamber door.”,24068,24217
15,SOUND,hear,“But you heard an odd laugh?,24265,24293
15,SOUND,hear,"You have heard that laugh before, I should think, or something like it?” “Yes, sir: there is a woman who sews here, called Grace Poole,—she laughs in that way.",24294,24454
15,SOUND,voice,"He paused; gazed at me: words almost visible trembled on his lips,—but his voice was checked.",25874,25969
15,SOUND,hear,People talk of natural sympathies; I have heard of good genii: there are grains of truth in the wildest fable.,26319,26429
15,SOUND,voice,"My cherished preserver, good-night!” Strange energy was in his voice, strange fire in his look.",26430,26528
15,SOUND,hear,"“I think I hear Mrs. Fairfax move, sir,” said I. “Well, leave me:” he relaxed his fingers, and I was gone.",26788,26897
16,SOUND,hear,"I both wished and feared to see Mr. Rochester on the day which followed this sleepless night: I wanted to hear his voice again, yet feared to meet his eye.",0,155
16,SOUND,voice,"I both wished and feared to see Mr. Rochester on the day which followed this sleepless night: I wanted to hear his voice again, yet feared to meet his eye.",0,155
16,SOUND,hear,"But the morning passed just as usual: nothing happened to interrupt the quiet course of Adèle’s studies; only soon after breakfast, I heard some bustle in the neighbourhood of Mr. Rochester’s chamber, Mrs. Fairfax’s voice, and Leah’s, and the cook’s—that is, John’s wife—and even John’s own gruff tones.",403,706
16,SOUND,voice,"But the morning passed just as usual: nothing happened to interrupt the quiet course of Adèle’s studies; only soon after breakfast, I heard some bustle in the neighbourhood of Mr. Rochester’s chamber, Mrs. Fairfax’s voice, and Leah’s, and the cook’s—that is, John’s wife—and even John’s own gruff tones.",403,706
16,SOUND,tone,"But the morning passed just as usual: nothing happened to interrupt the quiet course of Adèle’s studies; only soon after breakfast, I heard some bustle in the neighbourhood of Mr. Rochester’s chamber, Mrs. Fairfax’s voice, and Leah’s, and the cook’s—that is, John’s wife—and even John’s own gruff tones.",403,706
16,SOUND,sound,"To much confabulation succeeded a sound of scrubbing and setting to rights; and when I passed the room, in going downstairs to dinner, I saw through the open door that all was again restored to complete order; only the bed was stripped of its hangings.",1023,1275
16,SOUND,hear,I thought I heard the servants all talking together a while ago.”,2633,2700
16,SOUND,voice,"I said, in a low voice: then, looking at her fixedly—“Did Mr. Rochester wake nobody?",2979,3063
16,SOUND,hear,Did no one hear him move?”,3064,3092
16,SOUND,hear,"She seemed to examine me warily; then she answered— “The servants sleep so far off, you know, Miss, they would not be likely to hear.",3197,3331
16,SOUND,hear,"Mrs. Fairfax’s room and yours are the nearest to master’s; but Mrs. Fairfax said she heard nothing: when people get elderly, they often sleep heavy.”",3332,3481
16,SOUND,hear,"She paused, and then added, with a sort of assumed indifference, but still in a marked and significant tone—“But you are young, Miss; and I should say a light sleeper: perhaps you may have heard a noise?” “I did,” said I, dropping my voice, so that Leah, who was still polishing the panes, could not hear me, “and at first I thought it was Pilot: but Pilot cannot laugh; and I am certain I heard a laugh, and a strange one.”",3482,3909
16,SOUND,noise,"She paused, and then added, with a sort of assumed indifference, but still in a marked and significant tone—“But you are young, Miss; and I should say a light sleeper: perhaps you may have heard a noise?” “I did,” said I, dropping my voice, so that Leah, who was still polishing the panes, could not hear me, “and at first I thought it was Pilot: but Pilot cannot laugh; and I am certain I heard a laugh, and a strange one.”",3482,3909
16,SOUND,voice,"She paused, and then added, with a sort of assumed indifference, but still in a marked and significant tone—“But you are young, Miss; and I should say a light sleeper: perhaps you may have heard a noise?” “I did,” said I, dropping my voice, so that Leah, who was still polishing the panes, could not hear me, “and at first I thought it was Pilot: but Pilot cannot laugh; and I am certain I heard a laugh, and a strange one.”",3482,3909
16,SOUND,hear,"She paused, and then added, with a sort of assumed indifference, but still in a marked and significant tone—“But you are young, Miss; and I should say a light sleeper: perhaps you may have heard a noise?” “I did,” said I, dropping my voice, so that Leah, who was still polishing the panes, could not hear me, “and at first I thought it was Pilot: but Pilot cannot laugh; and I am certain I heard a laugh, and a strange one.”",3482,3909
16,SOUND,hear,"She paused, and then added, with a sort of assumed indifference, but still in a marked and significant tone—“But you are young, Miss; and I should say a light sleeper: perhaps you may have heard a noise?” “I did,” said I, dropping my voice, so that Leah, who was still polishing the panes, could not hear me, “and at first I thought it was Pilot: but Pilot cannot laugh; and I am certain I heard a laugh, and a strange one.”",3482,3909
16,SOUND,hear,“Have you told master that you heard a laugh?”,4331,4377
16,SOUND,hear,"“It will be wise so to do,” was her answer: “this neighbourhood is as quiet as any I know, and I never heard of the hall being attempted by robbers since it was a house; though there are hundreds of pounds’ worth of plate in the plate-closet, as is well known.",5389,5649
16,SOUND,hear,"I hardly heard Mrs. Fairfax’s account of the curtain conflagration during dinner, so much was I occupied in puzzling my brains over the enigmatical character of Grace Poole, and still more in pondering the problem of her position at Thornfield and questioning why she had not been given into custody that morning, or, at the very least, dismissed from her master’s service.",6890,7263
16,SOUND,voice,"Yet,” suggested the secret voice which talks to us in our own hearts, “_you_ are not beautiful either, and perhaps Mr. Rochester approves you: at any rate, you have often felt as if he did; and last night—remember his words; remember his look; remember his voice!”",8866,9132
16,SOUND,voice,"Yet,” suggested the secret voice which talks to us in our own hearts, “_you_ are not beautiful either, and perhaps Mr. Rochester approves you: at any rate, you have often felt as if he did; and last night—remember his words; remember his look; remember his voice!”",8866,9132
16,SOUND,tone,"I well remembered all; language, glance, and tone seemed at the moment vividly renewed.",9132,9219
16,SOUND,hear,"“I have never heard Mr. Rochester’s voice or step in the house to-day; but surely I shall see him before night: I feared the meeting in the morning; now I desire it, because expectation has been so long baffled that it is grown impatient.”",10048,10289
16,SOUND,voice,"“I have never heard Mr. Rochester’s voice or step in the house to-day; but surely I shall see him before night: I feared the meeting in the morning; now I desire it, because expectation has been so long baffled that it is grown impatient.”",10048,10289
16,SOUND,listen,"I listened for the bell to ring below; I listened for Leah coming up with a message; I fancied sometimes I heard Mr. Rochester’s own tread, and I turned to the door, expecting it to open and admit him.",10411,10612
16,SOUND,listen,"I listened for the bell to ring below; I listened for Leah coming up with a message; I fancied sometimes I heard Mr. Rochester’s own tread, and I turned to the door, expecting it to open and admit him.",10411,10612
16,SOUND,hear,"I listened for the bell to ring below; I listened for Leah coming up with a message; I fancied sometimes I heard Mr. Rochester’s own tread, and I turned to the door, expecting it to open and admit him.",10411,10612
16,SOUND,hear,"I wanted again to introduce the subject of Grace Poole, and to hear what he would answer; I wanted to ask him plainly if he really believed it was she who had made last night’s hideous attempt; and if so, why he kept her wickedness a secret.",10869,11110
16,SOUND,hear,"The dining-room doors were thrown open; and, as it was Christmas-time, the servants were allowed to assemble in the hall, to hear some of the ladies sing and play.",14253,14416
16,SOUND,voice,"he has a fine bass voice, and an excellent taste for music.”",15645,15707
16,SOUND,voice,“And Miss Ingram: what sort of a voice had she?” “A very rich and powerful one: she sang delightfully; it was a treat to listen to her;—and she played afterwards.,15707,15870
16,SOUND,listen,“And Miss Ingram: what sort of a voice had she?” “A very rich and powerful one: she sang delightfully; it was a treat to listen to her;—and she played afterwards.,15707,15870
16,SOUND,hear,"I am no judge of music, but Mr. Rochester is; and I heard him say her execution was remarkably good.”",15871,15974
16,SOUND,breath,"Arraigned at my own bar, Memory having given her evidence of the hopes, wishes, sentiments I had been cherishing since last night—of the general state of mind in which I had indulged for nearly a fortnight past; Reason having come forward and told, in her own quiet way, a plain, unvarnished tale, showing how I had rejected the real, and rabidly devoured the ideal;—I pronounced judgment to this effect:— That a greater fool than Jane Eyre had never breathed the breath of life; that a more fantastic idiot had never surfeited herself on sweet lies, and swallowed poison as if it were nectar.",17214,17810
16,SOUND,listen,"“Listen, then, Jane Eyre, to your sentence: to-morrow, place the glass before you, and draw in chalk your own picture, faithfully, without softening one defect; omit no harsh line, smooth away no displeasing irregularity; write under it, ‘Portrait of a Governess, disconnected, poor, and plain.’",18808,19105
17,SOUND,hear,"When I heard this, I was beginning to feel a strange chill and failing at the heart.",357,441
17,SOUND,note,"“Well, I sometimes think we are too quiet; but we run a chance of being busy enough now: for a little while at least,” said Mrs. Fairfax, still holding the note before her spectacles.",2417,2602
17,SOUND,roar,"For herself, she did nothing but caper about in the front chambers, jump on and off the bedsteads, and lie on the mattresses and piled-up bolsters and pillows before the enormous fires roaring in the chimneys.",4217,4426
17,SOUND,overhear,"I once, indeed, overheard part of a dialogue between Leah and one of the charwomen, of which Grace formed the subject.",6298,6416
17,SOUND,dialogue,"I once, indeed, overheard part of a dialogue between Leah and one of the charwomen, of which Grace formed the subject.",6298,6416
17,SOUND,hear,I heard the woman whisper.,7432,7460
17,SOUND,whisper,I heard the woman whisper.,7432,7460
17,SOUND,hear,"The ten minutes John had given seemed very long, but at last wheels were heard; four equestrians galloped up the drive, and after them came two open carriages.",9758,9917
17,SOUND,tone,"A joyous stir was now audible in the hall: gentlemen’s deep tones and ladies’ silvery accents blent harmoniously together, and distinguishable above all, though not loud, was the sonorous voice of the master of Thornfield Hall, welcoming his fair and gallant guests under its roof.",10948,11229
17,SOUND,voice,"A joyous stir was now audible in the hall: gentlemen’s deep tones and ladies’ silvery accents blent harmoniously together, and distinguishable above all, though not loud, was the sonorous voice of the master of Thornfield Hall, welcoming his fair and gallant guests under its roof.",10948,11229
17,SOUND,listen,"“Elles changent de toilettes,” said Adèle; who, listening attentively, had followed every movement; and she sighed.",11397,11514
17,SOUND,sigh,"“Elles changent de toilettes,” said Adèle; who, listening attentively, had followed every movement; and she sighed.",11397,11514
17,SOUND,hum,"I had regained the gallery, and was just shutting the back-door behind me, when an accelerated hum warned me that the ladies were about to issue from their chambers.",12706,12871
17,SOUND,listen,I told her stories as long as she would listen to them; and then for a change I took her out into the gallery.,14745,14855
17,SOUND,sound,"When the evening was far advanced, a sound of music issued from the drawing-room, whither the piano had been removed;",14984,15101
17,SOUND,listen,Adèle and I sat down on the top step of the stairs to listen.,15102,15164
17,SOUND,voice,"Presently a voice blent with the rich tones of the instrument; it was a lady who sang, and very sweet her notes were.",15164,15281
17,SOUND,tone,"Presently a voice blent with the rich tones of the instrument; it was a lady who sang, and very sweet her notes were.",15164,15281
17,SOUND,note,"Presently a voice blent with the rich tones of the instrument; it was a lady who sang, and very sweet her notes were.",15164,15281
17,SOUND,murmur,"The solo over, a duet followed, and then a glee: a joyous conversational murmur filled up the intervals.",15282,15386
17,SOUND,listen,"I listened long: suddenly I discovered that my ear was wholly intent on analysing the mingled sounds, and trying to discriminate amidst the confusion of accents those of Mr. Rochester; and when it caught them, which it soon did, it found a further task in framing the tones, rendered by distance inarticulate, into words.",15387,15710
17,SOUND,sound,"I listened long: suddenly I discovered that my ear was wholly intent on analysing the mingled sounds, and trying to discriminate amidst the confusion of accents those of Mr. Rochester; and when it caught them, which it soon did, it found a further task in framing the tones, rendered by distance inarticulate, into words.",15387,15710
17,SOUND,tone,"I listened long: suddenly I discovered that my ear was wholly intent on analysing the mingled sounds, and trying to discriminate amidst the confusion of accents those of Mr. Rochester; and when it caught them, which it soon did, it found a further task in framing the tones, rendered by distance inarticulate, into words.",15387,15710
17,SOUND,hear,"Adèle had been in a state of ecstasy all day, after hearing she was to be presented to the ladies in the evening; and it was not till Sophie commenced the operation of dressing her that she sobered down.",18554,18757
17,SOUND,murmur,"The crimson curtain hung before the arch: slight as was the separation this drapery formed from the party in the adjoining saloon, they spoke in so low a key that nothing of their conversation could be distinguished beyond a soothing murmur.",19804,20047
17,SOUND,sigh,"She sighed a sigh of ineffable satisfaction, as if her cup of happiness were now full.",20633,20719
17,SOUND,sigh,"She sighed a sigh of ineffable satisfaction, as if her cup of happiness were now full.",20633,20719
17,SOUND,sound,"A soft sound of rising now became audible; the curtain was swept back from the arch; through it appeared the dining-room, with its lit lustre pouring down light on the silver and glass of a magnificent dessert-service covering a long table; a band of ladies stood in the opening; they entered, and the curtain fell behind them.",20909,21238
17,SOUND,tone,Some of them threw themselves in half-reclining positions on the sofas and ottomans: some bent over the tables and examined the flowers and books: the rest gathered in a group round the fire: all talked in a low but clear tone which seemed habitual to them.,21738,21995
17,SOUND,voice,"She had, likewise, a fierce and a hard eye: it reminded me of Mrs. Reed’s; she mouthed her words in speaking; her voice was deep, its inflections very pompous, very dogmatical,—very intolerable, in short.",23913,24117
17,SOUND,voice,"She played: her execution was brilliant; she sang: her voice was fine; she talked French apart to her mamma; and she talked it well, with fluency and with a good accent.",25808,25979
17,SOUND,listen,Colonel Dent and Mr. Eshton argue on politics; their wives listen.,32916,32982
17,SOUND,hear,"You should hear mama on the chapter of governesses: Mary and I have had, I should think, a dozen at least in our day; half of them detestable and the rest ridiculous, and all incubi—were they not, mama?” “Did you speak, my own?”",35101,35332
